PLAYER,TEAM,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,CLAUSE,EXPIRY,CAP HIT,SALARY
579. Leo Carlsson,ANA,18,C,Left,55,12,17,29,0.53,-11,109,0.11,18:06,-,-,-,-,-,,RFA,"$950,000","$950,000"
580. Bradly Nadeau,CAR,18,LW,Right,1,0,0,0,0.00,-3,3,0.00,19:08,-,-,-,-,-,,RFA,"$950,000",$0
581. Connor Bedard,CHI,17,C,Right,68,22,39,61,0.90,-44,206,0.11,19:47,-,-,-,-,-,,RFA,"$950,000","$950,000"
582. Lane Hutson,MTL,19,LD,Left,2,0,2,2,1.00,-2,3,0.00,22:43,-,-,-,-,-,,RFA,"$950,000","$950,000"
583. Samuel Honzek,CGY,18,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
584. Ludovic Waeber,-,26,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$950,000","$950,000"
585. Dysin Mayo,VGK,26,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$950,000","$1,000,000"
586. Frank Nazar,CHI,19,"RW, C",Right,3,1,0,1,0.33,-4,2,0.50,16:08,-,-,-,-,-,,10.2(c),"$950,000","$950,000"
587. David Edstrom,SJS,18,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
588. Quentin Musty,SJS,17,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
589. Andre Heim,-,25,"C, RW, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000","$950,000"
590. Hunter McKown,CBJ,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000","$950,000"
591. Cutter Gauthier,ANA,19,"LW, C",Left,1,0,1,1,1.00,1,3,0.00,15:24,-,-,-,-,-,,10.2(c),"$950,000","$950,000"
592. Eduard Sale,SEA,18,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
593. Oliver Bonk,PHI,18,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
594. Collin Graf,SJS,20,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$941,667","$925,000"
595. Kasper Halttunen,SJS,18,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$940,000",$0
596. Easton Cowan,TOR,18,"LW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$935,833",$0
597. Paul Ludwinski,CHI,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$931,667",$0
598. Dylan Holloway,EDM,21,"LW, C",Left,38,6,3,9,0.24,-1,56,0.11,11:22,-,-,-,-,-,,RFA,"$925,000","$925,000"
599. Jonatan Berggren,DET,22,"RW, LW",Left,12,2,4,6,0.50,-1,14,0.14,10:51,-,-,-,-,-,,RFA,"$925,000","$925,000"
600. Jack Drury,CAR,23,C,Left,74,8,19,27,0.36,4,106,0.08,12:16,-,-,-,-,-,,RFA,"$925,000","$925,000"
601. Brendan Brisson,VGK,21,"C, LW, RW",Left,15,2,6,8,0.53,-5,20,0.10,12:20,-,-,-,-,-,,RFA,"$925,000","$925,000"
602. Matthew Coronato,CGY,20,RW,Right,34,3,6,9,0.26,-15,58,0.05,12:36,-,-,-,-,-,,10.2(c),"$925,000","$925,000"
603. Mackie Samoskevich,FLA,20,RW,Right,7,0,0,0,0.00,-3,11,0.00,12:02,-,-,-,-,-,,RFA,"$925,000","$925,000"
604. Corey Andonovski,PIT,24,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
605. Spencer Stastney,NSH,23,LD,Left,20,2,2,4,0.20,9,11,0.18,15:59,-,-,-,-,-,,RFA,"$925,000","$925,000"
606. Bobby Brink,PHI,21,RW,Right,57,11,12,23,0.40,1,81,0.14,13:47,-,-,-,-,-,,RFA,"$925,000","$925,000"
607. Vladislav Firstov,-,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
608. Mason Lohrei,BOS,22,LD,Left,41,4,9,13,0.32,-2,43,0.09,16:57,-,-,-,-,-,,RFA,"$925,000","$925,000"
609. Fedor Svechkov,NSH,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
610. Michael Kesselring,UTA,23,RD,Right,65,5,16,21,0.32,11,76,0.07,15:47,-,-,-,-,-,,RFA,"$925,000","$925,000"
611. Jake Sanderson,OTT,20,LD,Left,79,10,28,38,0.48,8,158,0.06,23:13,-,-,-,-,-,,10.2(c),"$925,000","$925,000"
612. Bobby Trivigno,NYR,24,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
613. Ivan Morozov,VGK,23,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
614. Ivan Fedotov,PHI,26,G,Left,3,-,-,-,-,-,-,-,-,0,1,0,4.96,.811,,UFA,"$925,000","$925,000"
615. Aidan McDonough,VAN,23,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$925,000","$925,000"
616. Jackson LaCombe,ANA,22,LD/RD,Left,71,2,15,17,0.24,-24,55,0.04,19:22,-,-,-,-,-,,RFA,"$925,000","$925,000"
617. Drew Helleson,ANA,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
618. Georgi Merkulov,BOS,22,LW,Left,4,0,0,0,0.00,1,3,0.00,10:34,-,-,-,-,-,,RFA,"$925,000","$925,000"
619. Jakub Dobes,MTL,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$925,000","$925,000"
620. Brian Halonen,NJD,24,"LW, RW",Right,2,0,0,0,0.00,0,2,0.00,08:17,-,-,-,-,-,,RFA,"$925,000","$925,000"
621. Nikita Nesterenko,ANA,21,C,Left,3,1,0,1,0.33,0,7,0.14,11:31,-,-,-,-,-,,RFA,"$925,000","$925,000"
622. Domenick Fensore,CAR,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
623. Marat Khusnutdinov,MIN,20,C,Left,16,1,3,4,0.25,-3,6,0.17,13:06,-,-,-,-,-,,RFA,"$925,000","$925,000"
624. Aleksei Kolosov,PHI,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$925,000","$925,000"
625. Curtis Hall,BOS,23,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
626. John Beecher,BOS,22,C,Left,52,7,3,10,0.19,-6,38,0.18,10:37,-,-,-,-,-,,RFA,"$925,000","$925,000"
627. Luke Hughes,NJD,19,LD/RD,Left,82,9,38,47,0.57,-25,135,0.07,21:28,-,-,-,-,-,,RFA,"$925,000","$925,000"
628. Ryan Johnson,BUF,21,LD,Left,41,0,7,7,0.17,3,35,0.00,13:52,-,-,-,-,-,,RFA,"$925,000","$925,000"
629. Drew Commesso,CHI,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$925,000","$925,000"
630. Braden Schneider,NYR,21,RD,Right,82,5,14,19,0.23,-1,95,0.05,15:53,-,-,-,-,-,,RFA,"$925,000","$925,000"
631. Mads Søgaard,OTT,22,G,Left,6,-,-,-,-,-,-,-,-,1,3,0,4.06,.859,,RFA,"$925,000","$925,000"
632. Nils Lundkvist,DAL,22,RD,Right,59,2,17,19,0.32,13,73,0.03,14:06,-,-,-,-,-,,RFA,"$925,000","$925,000"
633. Jesper Wallstedt,MIN,20,G,Left,3,-,-,-,-,-,-,-,-,2,1,1,3.02,.897,,RFA,"$925,000","$925,000"
634. Devon Levi,BUF,21,G,Left,23,-,-,-,-,-,-,-,-,10,8,0,3.11,.899,,10.2(c),"$925,000","$925,000"
635. Brock Faber,MIN,20,RD,Right,82,8,39,47,0.57,-1,136,0.06,24:58,-,-,-,-,-,,RFA,"$925,000","$925,000"
636. Dmitri Voronkov,CBJ,22,"LW, C, RW",Left,75,18,16,34,0.45,-6,142,0.13,13:27,-,-,-,-,-,,RFA,"$925,000","$925,000"
637. Sam Colangelo,ANA,21,RW,Right,3,1,0,1,0.33,0,7,0.14,12:33,-,-,-,-,-,,10.2(c),"$925,000","$925,000"
638. William Wallinder,DET,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
639. Lucas Raymond,DET,21,"RW, LW",Right,82,31,41,72,0.88,-12,163,0.19,17:45,-,-,-,-,-,,RFA,"$925,000","$925,000"
640. Justin Barron,MTL,21,RD,Right,48,7,6,13,0.27,-3,60,0.12,18:37,-,-,-,-,-,,RFA,"$925,000","$925,000"
641. Anton Lundell,FLA,21,"C, LW",Left,78,13,22,35,0.45,19,166,0.08,15:22,-,-,-,-,-,,RFA,"$925,000","$925,000"
642. Kent Johnson,CBJ,20,"LW, C",Left,42,6,10,16,0.38,-2,62,0.10,13:32,-,-,-,-,-,,10.2(c),"$925,000","$925,000"
643. Matej Blümel,DAL,23,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
644. Yaroslav Askarov,NSH,21,G,Right,2,-,-,-,-,-,-,-,-,1,0,0,1.48,.943,,RFA,"$925,000","$925,000"
645. Drew O'Connor,PIT,25,LW,Left,79,16,17,33,0.42,14,160,0.10,15:44,-,-,-,-,-,,UFA,"$925,000","$925,000"
646. Josh Doan,UTA,21,RW,Right,11,5,4,9,0.82,6,23,0.22,12:18,-,-,-,-,-,,RFA,"$925,000","$925,000"
647. Vasily Podkolzin,VAN,22,"RW, LW",Left,19,0,2,2,0.11,-4,20,0.00,10:48,-,-,-,-,-,,RFA,"$925,000","$925,000"
648. Lukas Reichel,CHI,21,"LW, C",Left,65,5,11,16,0.25,-29,84,0.06,14:06,-,-,-,-,-,,RFA,"$925,000","$925,000"
649. Cole Sillinger,CBJ,20,C,Left,77,13,19,32,0.42,-4,157,0.08,16:07,-,-,-,-,-,,RFA,"$925,000","$925,000"
650. Kirill Marchenko,CBJ,22,RW,Right,78,23,19,42,0.54,-5,193,0.12,16:24,-,-,-,-,-,,RFA,"$925,000","$925,000"
651. Carter Savoie,EDM,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
652. Filip Roos,CHI,24,LD,Left,4,0,0,0,0.00,-4,2,0.00,14:43,-,-,-,-,-,,RFA,"$925,000","$925,000"
653. Josh Mahura,FLA,25,LD/RD,Left,30,0,9,9,0.30,-2,25,0.00,12:35,-,-,-,-,-,,RFA,"$925,000","$925,000"
654. Jordan Oesterle,CGY,31,LD/RD,Left,22,0,2,2,0.09,-6,18,0.00,13:31,-,-,-,-,-,,UFA,"$925,000","$925,000"
655. Xavier Bourgault,EDM,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
656. Matthew Knies,TOR,20,"LW, RW",Left,80,15,20,35,0.44,9,115,0.13,13:40,-,-,-,-,-,,RFA,"$925,000","$925,000"
657. Corson Ceulemans,CBJ,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$925,000","$925,000"
658. Jagger Firkus,SEA,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$923,333",$0
659. Niklas Kokko,SEA,19,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$923,333",$0
660. David Goyette,SEA,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$923,333",$0
661. Jani Nyman,SEA,18,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$923,333",$0
662. Cole McWard,VAN,22,RD,Right,1,0,0,0,0.00,0,1,0.00,09:05,-,-,-,-,-,,10.2(c),"$922,500","$895,000"
663. Will Zmolek,PHI,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$920,000","$920,000"
664. Simon Nemec,NJD,19,RD,Right,60,3,16,19,0.32,-7,73,0.04,19:51,-,-,-,-,-,,RFA,"$918,333","$950,000"
665. Reid Schaefer,NSH,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
666. Owen Pickering,PIT,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
667. Kevin Korchinski,CHI,19,LD,Left,76,5,10,15,0.20,-39,93,0.05,19:36,-,-,-,-,-,,RFA,"$918,333","$950,000"
668. Shane Wright,SEA,19,C,Right,8,4,1,5,0.63,1,12,0.33,13:32,-,-,-,-,-,,RFA,"$918,333",$0
669. Jiri Kulich,BUF,19,"C, LW",Left,1,0,0,0,0.00,-1,1,0.00,14:53,-,-,-,-,-,,RFA,"$918,333",$0
670. Liam Öhgren,MIN,19,LW,Left,4,1,1,2,0.50,0,8,0.13,14:30,-,-,-,-,-,,RFA,"$918,333",$0
671. Noah Östlund,BUF,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
672. Conor Geekie,UTA,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
673. Pavel Mintyukov,ANA,19,LD,Left,63,4,24,28,0.44,-20,88,0.05,18:50,-,-,-,-,-,,RFA,"$918,333","$950,000"
674. Marco Kasper,DET,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
675. Matthew Savoie,BUF,19,C,Right,1,0,0,0,0.00,0,0,0.00,03:55,-,-,-,-,-,,RFA,"$918,333",$0
676. Nathan Gaucher,ANA,19,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
677. Brad Lambert,WPG,19,"C, RW",Right,1,0,1,1,1.00,1,2,0.00,13:51,-,-,-,-,-,,RFA,"$918,333",$0
678. Denton Mateychuk,CBJ,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
679. Filip Mesar,MTL,19,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
680. David Jiricek,CBJ,19,RD,Right,43,1,9,10,0.23,-4,38,0.03,14:35,-,-,-,-,-,,RFA,"$918,333","$950,000"
681. Joakim Kemell,NSH,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
682. Maveric Lamoureux,UTA,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$918,333",$0
683. Tyler Kleven,OTT,21,LD,Left,9,0,1,1,0.11,-1,7,0.00,12:39,-,-,-,-,-,,10.2(c),"$916,667","$925,000"
684. Michael Benning,FLA,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$916,667","$925,000"
685. Scott Morrow,CAR,20,RD,Right,2,0,0,0,0.00,-3,6,0.00,18:23,-,-,-,-,-,,RFA,"$916,667","$900,000"
686. Wyatt Kaiser,CHI,20,LD,Left,32,0,7,7,0.22,0,18,0.00,17:18,-,-,-,-,-,,RFA,"$916,667","$925,000"
687. Alex Vlasic,CHI,22,LD,Left,76,2,14,16,0.21,-4,71,0.03,21:28,-,-,-,-,-,,RFA,"$916,667","$925,000"
688. Owen Power,BUF,20,LD/RD,Left,76,6,27,33,0.43,8,108,0.06,22:55,-,-,-,-,-,,10.2(c),"$916,667","$925,000"
689. Thomas Bordeleau,SJS,21,"C, LW",Left,27,6,5,11,0.41,-18,48,0.13,15:01,-,-,-,-,-,,10.2(c),"$916,667","$925,000"
690. Carson Bjarnason,PHI,18,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$913,333",$0
691. Henry Thrun,SJS,22,LD,Left,51,3,8,11,0.22,-22,48,0.06,19:59,-,-,-,-,-,,10.2(c),"$912,500","$925,000"
692. Landon Slaggert,CHI,21,LW,Left,16,1,3,4,0.25,1,14,0.07,11:15,-,-,-,-,-,,RFA,"$912,500","$900,000"
693. Anton Malmström,STL,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$910,000","$870,000"
694. John Farinacci,BOS,22,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$910,000","$870,000"
695. Georgi Romanov,SJS,23,G,Left,2,-,-,-,-,-,-,-,-,0,0,0,1.02,.967,,RFA,"$910,000","$870,000"
696. Jackson Blake,CAR,19,RW,Right,1,0,0,0,0.00,-2,2,0.00,15:18,-,-,-,-,-,,RFA,"$905,833","$867,500"
697. Carter Mazur,DET,21,LW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$905,833","$867,500"
698. Andrew Cristall,WSH,18,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$905,000",$0
699. Emil Andrae,PHI,21,LD,Left,4,0,0,0,0.00,-1,0,0.00,13:00,-,-,-,-,-,,RFA,"$903,333","$892,500"
700. William Strömgren,CGY,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$900,833","$892,500"
701. Alex Lyon,DET,30,G,Left,44,-,-,-,-,-,-,-,-,21,18,2,3.05,.904,,UFA,"$900,000","$900,000"
702. Matt Nieto,PIT,30,"LW, RW",Left,22,1,3,4,0.18,5,13,0.08,11:36,-,-,-,-,-,,UFA,"$900,000","$900,000"
703. Derek Ryan,EDM,36,"C, RW",Right,70,5,7,12,0.17,-3,52,0.10,10:11,-,-,-,-,-,,UFA,"$900,000","$900,000"
704. Jakub Dvorak,LAK,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$900,000",$0
705. Emil Bemström,PIT,24,"RW, LW",Right,56,8,8,16,0.29,-5,83,0.10,11:08,-,-,-,-,-,,RFA,"$900,000","$900,000"
706. Ty Dellandrea,DAL,22,RW,Right,42,2,7,9,0.21,-10,53,0.04,12:40,-,-,-,-,-,,RFA,"$900,000","$900,000"
707. Matthew Stienburg,COL,22,"C, RW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$898,750","$870,000"
708. Matthew Beniers,SEA,20,C,Left,77,15,22,37,0.48,-11,133,0.11,17:57,-,-,-,-,-,,RFA,"$897,500","$925,000"
709. Emil Heineman,MTL,21,"LW, RW",Left,4,0,0,0,0.00,2,0,0.00,09:57,-,-,-,-,-,,RFA,"$897,500","$925,000"
710. Mack Guzda,FLA,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,10.2(c),"$897,500","$925,000"
711. Mikael Pyyhtiä,CBJ,21,C,Left,17,0,2,2,0.12,-5,22,0.00,13:09,-,-,-,-,-,,RFA,"$897,500","$925,000"
712. Sean Farrell,MTL,21,"RW, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$897,500","$867,500"
713. Ilya Usau,-,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$897,500","$925,000"
714. Ryker Evans,SEA,21,LD,Left,36,1,8,9,0.25,-5,44,0.02,19:10,-,-,-,-,-,,RFA,"$897,500","$925,000"
715. Hunter Haight,MIN,19,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$897,500",$0
716. Layton Ahac,VGK,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$897,500","$925,000"
717. Tristan Luneau,ANA,19,RD,Right,7,1,2,3,0.43,1,11,0.09,17:52,-,-,-,-,-,,RFA,"$896,667",$0
718. Ethan Gauthier,TBL,18,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667",$0
719. Ryan McAllister,FLA,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667","$870,000"
720. Marek Alscher,FLA,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667",$0
721. Noah Warren,ANA,18,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667",$0
722. Anton Wahlberg,BUF,17,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667",$0
723. Gavin Hayes,CHI,19,LW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,667",$0
724. Nikolai Kovalenko,COL,23,RW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,250","$925,000"
725. Antti Saarela,CHI,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$896,250","$867,500"
726. Aku Räty,UTA,21,C,Right,1,0,1,1,1.00,0,0,0.00,11:45,-,-,-,-,-,,RFA,"$896,250","$867,500"
727. Beau Akey,EDM,18,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$895,000",$0
728. Ryder Rolston,CHI,21,"C, LW, RW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$895,000","$867,500"
729. Mavrik Bourque,DAL,21,C,Right,1,0,0,0,0.00,0,2,0.00,10:56,-,-,-,-,-,,RFA,"$894,167","$925,000"
730. Wyatt Johnston,DAL,20,C,Right,82,32,33,65,0.79,14,216,0.15,17:00,-,-,-,-,-,,RFA,"$894,167","$925,000"
731. Simon Edvinsson,DET,20,LD,Left,16,1,1,2,0.13,0,13,0.08,18:15,-,-,-,-,-,,RFA,"$894,167","$925,000"
732. Arthur Kaliyev,LAK,22,"RW, LW",Left,51,7,8,15,0.29,-3,101,0.07,11:48,-,-,-,-,-,,RFA,"$894,167","$832,500"
733. Cole Perfetti,WPG,21,"LW, C",Left,71,19,19,38,0.54,13,142,0.13,13:35,-,-,-,-,-,,RFA,"$894,167","$832,500"
734. Chaz Lucius,WPG,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$894,167","$925,000"
735. Alex Turcotte,LAK,22,C,Left,20,1,3,4,0.20,5,14,0.07,09:16,-,-,-,-,-,,RFA,"$894,167","$832,500"
736. Mason McTavish,ANA,20,"C, LW",Left,64,19,23,42,0.66,-23,130,0.15,16:16,-,-,-,-,-,,RFA,"$894,167","$925,000"
737. Adam Beckman,MIN,22,LW,Left,11,0,2,2,0.18,-2,10,0.00,09:24,-,-,-,-,-,,RFA,"$894,167","$832,500"
738. Alexander Holtz,NJD,21,"RW, LW",Right,82,16,12,28,0.34,-15,122,0.13,11:38,-,-,-,-,-,,RFA,"$894,167","$925,000"
739. Dawson Mercer,NJD,21,"RW, C",Right,82,20,13,33,0.40,-26,134,0.15,17:13,-,-,-,-,-,,RFA,"$894,167","$832,500"
740. Quinton Byfield,LAK,20,"LW, C",Left,80,20,35,55,0.69,19,161,0.12,16:29,-,-,-,-,-,,RFA,"$894,167","$832,500"
741. Seth Jarvis,CAR,21,RW,Right,81,33,34,67,0.83,23,176,0.19,18:45,-,-,-,-,-,,RFA,"$894,167","$832,500"
742. Roby Järventie,OTT,20,LW,Left,7,0,1,1,0.14,-5,5,0.00,07:31,-,-,-,-,-,,RFA,"$894,167","$925,000"
743. Shakir Mukhamadullin,SJS,21,LD,Left,3,0,1,1,0.33,0,5,0.00,21:09,-,-,-,-,-,,RFA,"$894,167","$925,000"
744. Isak Rosén,BUF,20,RW,Left,7,0,0,0,0.00,-3,8,0.00,08:35,-,-,-,-,-,,RFA,"$894,167","$925,000"
745. Dylan Guenther,UTA,20,"RW, LW",Right,45,18,17,35,0.78,-1,121,0.15,16:16,-,-,-,-,-,,RFA,"$894,167","$925,000"
746. Luca Del Bel Belluz,CBJ,19,C,Left,1,1,0,1,1.00,1,2,0.50,09:35,-,-,-,-,-,,RFA,"$891,667",$0
747. Jordan Dumais,CBJ,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$891,667",$0
748. Cayden Primeau,MTL,23,G,Left,23,-,-,-,-,-,-,-,-,8,9,2,2.99,.910,,RFA,"$890,000","$800,000"
749. Joel Blomqvist,PIT,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$886,667","$867,500"
750. J.J. Moser,UTA,23,LD/RD,Left,80,5,21,26,0.33,-5,77,0.06,20:34,-,-,-,-,-,,RFA,"$886,667","$925,000"
751. Owen Beck,MTL,19,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$885,000",$0
752. Nikolas Matinpalo,OTT,24,RD,Right,4,0,0,0,0.00,1,2,0.00,07:00,-,-,-,-,-,,RFA,"$885,000","$885,000"
753. Jaxson Stauber,CHI,24,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$883,750","$925,000"
754. Nils Åman,VAN,23,C,Left,43,3,4,7,0.16,-3,28,0.11,10:20,-,-,-,-,-,,RFA,"$883,750","$925,000"
755. Matthew Kessel,STL,23,RD,Right,39,1,6,7,0.18,0,28,0.04,16:47,-,-,-,-,-,,RFA,"$883,750","$925,000"
756. Ville Petman,SEA,23,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$883,750","$925,000"
757. Blake McLaughlin,ANA,23,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$883,750","$925,000"
758. Linus Karlsson,VAN,23,RW,Right,4,0,0,0,0.00,0,4,0.00,10:08,-,-,-,-,-,,RFA,"$883,750","$925,000"
759. Adam Ginning,PHI,23,LD,Left,9,1,0,1,0.11,0,6,0.17,14:09,-,-,-,-,-,,RFA,"$883,750","$925,000"
760. Filip Johansson,VAN,23,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$883,750","$925,000"
761. Michael Callahan,BOS,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$883,750","$925,000"
762. Ryan Fanti,EDM,23,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$883,750","$925,000"
763. Andre Lee,LAK,22,"LW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$883,750","$925,000"
764. Travis Mitchell,NYI,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$882,500","$870,000"
765. Christian Kyrou,DAL,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$878,333","$870,000"
766. Joshua Lopina,ANA,22,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$878,333","$867,500"
767. Alex Beaucage,COL,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$878,333","$925,000"
768. Elmer Söderblom,DET,21,"LW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$878,333","$867,500"
769. Samuel Savoie,CHI,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$878,333",$0
