player,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI_min,FOW%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,team_start,team_end,shoots,pos,age,country,weight,height_in,pos_multi,handed,signing_team,extension,signing_date,signing_age,clause,length,signing,expiry,exp_year,aav
Andreas Athanasiou,28,2,7,9,-7,7,0.32,2,7,0,2,0,0,0,0,44,4.6,13.1,46.3,3.81,43,79,56,0.64,7.25,13.31,9.44,164,205,44.44,310,399,43.72,211,296,41.62,14.62,19.76,42.52,CHI,CHI,L,C,28,Canada,188,74,True,Left,CHI,True,2023-06-07,28,None,2,UFA,unrestricted,2025,4250000
Kevin Labanc,46,2,7,9,-27,16,0.2,2,6,0,3,0,0,0,0,60,3.3,11.62,30.0,5.38,60,115,84,0.6,6.73,12.91,9.43,250,269,48.17,530,529,50.05,369,387,48.81,23.47,26.73,46.75,SJS,SJS,R,R,27,United States,185,71,True,Right,SJS,False,2020-10-10,24,None,4,RFA,unrestricted,2024,4725000
Sebastian Aho (D),58,2,7,9,-7,12,0.16,2,7,0,2,0,0,0,0,48,4.2,16.38,0.0,2.38,48,124,77,0.15,3.03,7.83,4.86,482,477,50.26,900,981,47.85,669,693,49.12,48.0,47.95,50.03,NYI,NYI,L,D,27,Sweden,176,70,False,Left,NYI,True,2022-07-09,26,None,2,UFA,unrestricted,2024,825000
Ty Dellandrea,42,2,7,9,-10,23,0.21,2,9,0,0,0,0,0,0,53,3.8,12.67,41.5,5.85,53,100,78,0.66,5.98,11.27,8.78,234,282,45.35,460,546,45.73,332,396,45.6,21.13,29.61,41.64,DAL,DAL,R,C,22,Canada,184,72,False,Right,DAL,False,2023-07-13,22,None,1,RFA,restricted,2024,900000
Nikita Kucherov,81,44,100,144,8,22,1.78,31,91,13,53,0,0,1,6,306,14.4,21.67,50.0,36.13,306,635,458,1.24,10.47,21.72,15.67,1145,778,59.54,2299,1461,61.14,1682,1087,60.74,146.96,91.29,61.68,TBL,TBL,L,R,30,Russia,180,71,False,Left,TBL,True,2018-07-10,26,NMC,8,RFA,unrestricted,2027,9500000
Nathan MacKinnon,82,51,89,140,35,42,1.71,41,92,10,48,0,0,2,9,405,12.6,22.82,46.2,38.35,404,690,525,1.24,13.08,22.34,17.0,1331,787,62.84,2562,1516,62.82,1882,1115,62.8,154.32,83.13,64.98,COL,COL,R,C,27,Canada,200,72,False,Right,COL,True,2022-09-20,27,NMC,8,UFA,unrestricted,2031,12600000
Connor McDavid,76,32,100,132,35,30,1.74,24,87,7,44,1,1,1,5,263,12.2,21.37,51.1,34.08,263,452,354,1.26,9.72,16.71,13.08,1195,683,63.63,2240,1238,64.4,1673,934,64.17,157.57,74.52,67.89,EDM,EDM,L,C,26,Canada,193,73,False,Left,EDM,True,2017-07-05,21,NMC,8,RFA,unrestricted,2026,12500000
Artemi Panarin,82,49,71,120,18,24,1.46,38,75,11,44,0,1,1,5,302,16.2,20.12,10.0,32.07,303,651,431,1.17,11.02,23.68,15.68,1161,707,62.15,2342,1308,64.16,1723,987,63.58,143.38,77.31,64.97,NYR,NYR,R,L,31,Russia,170,71,False,Right,NYR,False,2019-07-01,27,NMC,7,UFA,unrestricted,2026,11642857
David Pastrnak,82,47,63,110,21,47,1.34,35,75,12,35,0,0,0,5,382,12.3,19.93,33.3,40.04,381,717,529,1.47,13.99,26.32,19.42,1040,719,59.12,1965,1363,59.04,1467,1024,58.89,125.72,73.81,63.01,BOS,BOS,R,R,27,Other,194,72,False,Right,BOS,True,2023-03-02,27,NMC,8,UFA,unrestricted,2031,11250000
Auston Matthews,81,69,38,107,31,20,1.32,51,77,18,29,0,1,3,8,369,18.7,20.97,53.5,50.16,368,694,534,1.77,13.0,24.52,18.87,1127,673,62.61,2240,1473,60.33,1642,1025,61.57,147.28,80.43,64.68,TOR,TOR,L,C,25,United States,215,75,False,Left,TOR,True,2019-02-05,21,NMC,5,RFA,unrestricted,2024,11640250
Leon Draisaitl,81,41,65,106,26,76,1.31,20,65,21,39,0,2,2,7,217,18.9,20.7,56.9,29.07,217,426,327,1.04,7.77,15.25,11.7,1125,757,59.78,2126,1357,61.04,1605,1039,60.7,150.69,85.05,63.92,EDM,EDM,L,C,27,Other,208,74,True,Left,EDM,False,2017-08-16,21,"M-NTC, NMC",8,RFA,unrestricted,2025,8500000
Mikko Rantanen,80,42,62,104,19,50,1.3,28,64,14,40,0,0,0,9,271,15.5,22.9,53.8,33.67,268,521,395,1.11,8.86,17.23,13.07,1251,793,61.2,2426,1537,61.22,1763,1124,61.07,142.61,84.65,62.75,COL,COL,L,R,26,Finland,215,76,True,Left,COL,False,2019-09-28,22,M-NTC,6,RFA,unrestricted,2025,9250000
J.T. Miller,81,37,66,103,32,58,1.27,25,61,10,40,2,2,2,9,194,19.1,19.48,56.3,30.66,194,376,304,1.17,7.37,14.29,11.55,877,710,55.26,1841,1412,56.59,1329,1040,56.1,124.23,84.77,59.44,VAN,VAN,L,C,30,United States,218,73,True,Left,VAN,True,2022-09-02,30,NMC,7,UFA,unrestricted,2030,8000000
William Nylander,82,40,58,98,1,24,1.2,26,59,11,35,3,4,2,7,316,12.7,19.92,47.1,33.86,316,580,423,1.24,11.61,21.31,15.54,1080,796,57.57,2077,1597,56.53,1507,1154,56.63,137.53,89.98,60.45,TOR,TOR,R,R,27,Canada,202,72,False,Right,TOR,False,2018-12-01,22,NMC,6,RFA,unrestricted,2024,6962366
Kirill Kaprizov,75,46,50,96,11,36,1.28,27,55,19,41,0,0,2,8,277,16.6,21.58,0.0,38.1,271,570,408,1.43,10.19,21.44,15.35,1061,659,61.69,2116,1271,62.47,1556,923,62.77,138.65,60.63,69.58,MIN,MIN,L,L,26,Russia,192,70,False,Left,MIN,False,2021-09-21,24,None,5,RFA,unrestricted,2026,9000000
Sam Reinhart,82,57,37,94,29,31,1.15,25,55,27,34,5,5,3,11,233,24.5,20.3,44.2,41.98,233,446,358,1.51,8.4,16.07,12.9,1053,687,60.52,2145,1340,61.55,1539,978,61.14,135.3,75.51,64.18,FLA,FLA,R,C,27,Canada,194,73,False,Right,FLA,False,2021-08-11,25,None,3,RFA,unrestricted,2024,6500000
Filip Forsberg,82,48,46,94,16,43,1.15,35,62,13,32,0,0,3,11,347,13.8,18.9,50.0,37.72,347,700,499,1.46,13.44,27.1,19.32,1041,676,60.63,2082,1289,61.76,1485,930,61.49,124.15,74.03,62.65,NSH,NSH,R,L,28,Sweden,205,73,False,Right,NSH,True,2022-07-09,27,NMC,8,UFA,unrestricted,2030,8500000
Sidney Crosby,82,42,52,94,7,40,1.15,32,71,10,23,0,0,0,3,278,15.1,20.08,58.2,42.61,278,490,398,1.55,10.13,17.85,14.5,1176,795,59.67,2341,1497,61.0,1686,1158,59.28,157.31,92.62,62.94,PIT,PIT,L,C,35,Canada,200,71,False,Left,PIT,True,2012-07-01,25,NMC,12,UFA,unrestricted,2025,8700000
Quinn Hughes,82,17,75,92,38,38,1.12,12,54,5,38,0,0,1,2,199,8.5,24.68,0.0,11.17,198,533,294,0.33,5.94,15.98,8.81,1158,821,58.51,2455,1491,62.21,1737,1155,60.06,147.62,87.01,62.92,VAN,VAN,L,D,23,United States,170,70,False,Left,VAN,False,2021-10-01,21,None,6,RFA,unrestricted,2027,7850000
Brayden Point,81,46,44,90,-16,14,1.11,31,58,15,32,0,0,0,12,227,20.3,20.03,45.7,35.15,229,422,322,1.3,8.47,15.61,11.91,1040,739,58.46,2070,1381,59.98,1510,1023,59.61,128.22,88.06,59.29,TBL,TBL,R,C,27,Canada,166,70,True,Right,TBL,True,2021-07-28,26,NMC,8,RFA,unrestricted,2030,9500000
Cale Makar,77,21,69,90,15,16,1.17,13,47,7,39,1,4,0,1,231,9.1,24.77,0.0,16.26,228,536,349,0.52,7.25,17.05,11.1,1138,957,54.32,2200,1813,54.82,1600,1334,54.53,131.22,108.3,54.78,COL,COL,R,D,24,Canada,187,71,False,Right,COL,True,2021-07-24,22,None,6,RFA,unrestricted,2027,9000000
Sebastian Aho (C),78,36,53,89,34,36,1.14,24,55,11,32,1,2,2,10,216,16.7,19.63,54.1,28.36,216,400,311,1.11,8.47,15.68,12.19,922,646,58.8,1893,1187,61.46,1383,912,60.26,116.26,78.86,59.58,CAR,CAR,L,C,25,Finland,176,72,False,Left,CAR,False,2019-07-01,21,None,5,RFA,unrestricted,2024,8460250
Elias Pettersson,82,34,55,89,20,12,1.09,21,56,13,31,0,2,2,10,207,16.4,19.65,50.8,30.53,207,400,300,1.14,7.8,15.07,11.3,895,680,56.83,1846,1349,57.78,1343,980,57.81,122.77,81.01,60.25,VAN,VAN,L,C,24,Sweden,176,74,True,Left,VAN,False,2021-10-01,22,None,3,RFA,restricted,2024,7350000
Matthew Tkachuk,80,26,62,88,19,88,1.1,19,55,6,32,1,1,0,2,280,9.3,18.63,33.3,40.9,281,501,395,1.65,11.31,20.16,15.89,1079,657,62.15,2219,1142,66.02,1558,900,63.38,140.78,66.3,67.98,FLA,FLA,L,L,25,United States,202,74,False,Left,CGY,False,2022-07-22,24,NMC,8,RFA,unrestricted,2030,9500000
Robert Thomas,82,26,60,86,9,48,1.05,17,56,8,27,1,3,0,3,170,15.3,20.97,53.1,25.77,170,326,243,0.9,5.93,11.38,8.48,957,855,52.81,1872,1666,52.91,1388,1271,52.2,123.75,109.96,52.95,STL,STL,R,C,23,Canada,188,72,True,Right,STL,True,2022-07-13,23,None,8,RFA,unrestricted,2031,8125000
Mitch Marner,69,26,59,85,21,18,1.23,17,57,8,27,1,1,0,2,158,16.5,21.28,25.0,21.05,158,365,246,0.86,6.46,14.92,10.06,881,646,57.69,1772,1360,56.58,1290,978,56.88,117.41,82.52,58.73,TOR,TOR,R,R,26,Canada,180,72,False,Right,TOR,False,2019-09-13,22,NMC,6,RFA,unrestricted,2025,10903000
Roman Josi,82,23,62,85,12,45,1.04,14,51,9,33,0,1,2,5,268,8.6,24.63,0.0,17.53,268,602,379,0.52,7.96,17.88,11.26,1296,923,58.4,2590,1752,59.65,1863,1260,59.65,151.97,95.44,61.43,NSH,NSH,L,D,33,Other,201,73,False,Left,NSH,True,2019-10-29,30,NMC,8,UFA,unrestricted,2028,9059000
Jesper Bratt,82,27,56,83,-6,12,1.01,20,55,7,27,0,1,0,7,248,10.9,19.3,36.4,30.15,248,447,349,1.13,9.4,16.94,13.23,1032,735,58.4,2070,1320,61.06,1449,1027,58.52,124.83,99.99,55.52,NJD,NJD,L,L,24,Sweden,175,70,True,Left,NJD,True,2023-06-15,24,None,8,RFA,unrestricted,2031,7875000
Evan Bouchard,81,18,64,82,34,32,1.01,10,47,8,35,0,0,2,7,220,8.2,23.0,0.0,12.47,220,488,303,0.4,7.09,15.72,9.76,1319,735,64.22,2487,1354,64.75,1854,1015,64.62,166.38,82.6,66.81,EDM,EDM,R,D,23,Canada,194,75,False,Right,EDM,False,2023-08-24,23,None,2,RFA,restricted,2025,3900000
Steven Stamkos,79,40,41,81,-21,34,1.03,21,42,19,39,0,0,0,6,262,15.3,18.23,56.0,32.59,262,490,370,1.36,10.91,20.41,15.41,877,648,57.51,1778,1249,58.74,1265,915,58.03,107.76,77.58,58.14,TBL,TBL,R,C,33,Canada,194,73,True,Right,TBL,True,2016-06-29,26,NMC,8,UFA,unrestricted,2024,8500000
Jason Robertson,82,29,51,80,19,22,0.98,20,52,9,28,0,0,0,4,231,12.6,18.32,0.0,24.86,231,477,334,0.99,9.22,19.05,13.34,938,551,63.0,1913,1166,62.13,1361,830,62.12,112.75,51.19,68.78,DAL,DAL,L,L,23,United States,194,74,True,Left,DAL,False,2022-10-06,22,None,4,RFA,restricted,2026,7750000
Aleksander Barkov,73,23,57,80,33,24,1.1,18,49,5,29,0,2,0,4,193,11.9,19.63,57.3,25.66,193,372,284,1.07,8.08,15.57,11.89,941,583,61.75,1878,1147,62.08,1354,836,61.83,120.32,66.9,64.27,FLA,FLA,L,C,27,Finland,210,75,False,Left,FLA,True,2021-10-08,26,NMC,8,UFA,unrestricted,2030,10000000
Mathew Barzal,80,23,57,80,-4,34,1.0,18,55,5,25,0,0,2,4,240,9.6,20.13,43.0,23.76,240,413,320,0.89,8.94,15.39,11.92,1070,748,58.86,2009,1490,57.42,1508,1068,58.54,114.24,86.59,56.88,NYI,NYI,R,C,26,Canada,187,72,True,Right,NYI,True,2022-10-04,26,None,8,RFA,unrestricted,2031,9150000
Zach Hyman,80,54,23,77,36,48,0.96,39,57,15,20,0,0,1,7,290,18.6,19.5,43.8,57.33,290,489,404,2.2,11.15,18.8,15.54,1175,634,64.95,2219,1183,65.23,1653,865,65.65,154.29,68.77,69.17,EDM,EDM,R,L,31,Canada,211,73,True,Right,EDM,False,2021-07-28,29,NMC,7,UFA,unrestricted,2028,5500000
Nick Suzuki,82,33,44,77,-14,36,0.94,21,46,12,31,0,0,1,1,185,17.8,21.27,52.6,26.1,185,324,266,0.9,6.37,11.15,9.15,971,818,54.28,1867,1600,53.85,1388,1165,54.37,113.21,90.32,55.62,MTL,MTL,R,C,23,Canada,212,71,False,Right,MTL,True,2021-10-12,22,None,8,RFA,unrestricted,2030,7875000
Jake Guentzel,67,30,47,77,25,22,1.15,25,55,5,22,0,0,0,2,238,12.6,20.02,26.1,41.59,238,440,339,1.86,10.65,19.68,15.16,965,624,60.73,1938,1151,62.74,1392,893,60.92,129.74,66.52,66.11,PIT,CAR,L,C,28,United States,180,71,True,Left,PIT,True,2018-12-27,24,M-NTC,5,RFA,unrestricted,2024,6000000
Vincent Trocheck,82,25,52,77,16,55,0.94,13,52,11,24,1,1,1,5,215,11.6,21.45,58.7,34.52,216,447,363,1.18,7.37,15.24,12.38,1117,838,57.14,2271,1594,58.76,1679,1190,58.52,141.18,94.56,59.89,NYR,NYR,R,C,29,United States,183,70,True,Right,NYR,False,2022-07-13,28,NMC,7,UFA,unrestricted,2029,5625000
Clayton Keller,78,33,43,76,-20,32,0.97,24,46,9,30,0,0,0,4,228,14.5,19.25,46.2,27.06,228,430,331,1.08,9.11,17.19,13.23,780,631,55.28,1593,1195,57.14,1175,897,56.71,95.27,74.16,56.23,ARI,ARI,L,R,24,United States,170,70,True,Left,ARI,True,2019-09-04,21,None,8,RFA,unrestricted,2028,7150000
Victor Hedman,78,13,63,76,18,76,0.97,9,45,4,31,0,0,0,2,168,7.7,24.8,0.0,12.57,168,403,268,0.39,5.21,12.49,8.31,1110,974,53.26,2215,1865,54.29,1628,1382,54.09,136.05,122.39,52.64,TBL,TBL,L,D,32,Sweden,229,78,False,Left,TBL,True,2016-07-01,25,M-NTC,8,UFA,unrestricted,2025,7875000
Chris Kreider,82,39,36,75,19,26,0.91,19,41,18,29,2,5,1,7,246,15.9,18.78,36.5,41.77,246,440,371,1.63,9.58,17.14,14.45,975,706,58.0,1964,1381,58.71,1454,1008,59.06,124.41,85.24,59.34,NYR,NYR,L,L,32,United States,217,75,False,Left,NYR,True,2020-02-24,29,NMC,7,UFA,unrestricted,2027,6500000
Nazem Kadri,82,29,46,75,0,43,0.91,19,53,10,22,0,0,2,4,277,10.5,18.43,48.9,34.22,269,508,380,1.38,10.82,20.44,15.29,903,646,58.3,1875,1291,59.22,1335,931,58.91,106.73,77.36,57.98,CGY,CGY,L,C,32,Canada,192,72,False,Left,CGY,False,2022-08-18,31,NMC,7,UFA,unrestricted,2029,7000000
Adrian Kempe,77,28,47,75,13,72,0.97,20,44,5,27,3,4,1,4,246,11.4,18.93,23.1,25.57,245,493,350,1.07,10.22,20.56,14.6,782,634,55.23,1586,1259,55.75,1137,918,55.33,90.55,73.59,55.17,LAK,LAK,L,R,26,Sweden,201,74,True,Left,LAK,True,2022-07-08,25,None,4,RFA,unrestricted,2026,5500000
Brandon Hagel,82,26,49,75,1,79,0.91,24,66,2,7,0,2,1,3,184,14.1,19.25,41.0,28.68,184,344,260,1.09,6.99,13.07,9.88,815,776,51.23,1642,1519,51.95,1181,1095,51.89,96.66,92.21,51.18,TBL,TBL,L,L,24,Canada,175,72,False,Left,CHI,False,2021-08-06,22,None,3,RFA,restricted,2024,1500000
Gustav Nyquist,81,23,52,75,7,8,0.93,17,49,5,24,1,2,0,4,153,15.0,17.75,38.5,22.05,153,271,212,0.92,6.39,11.31,8.85,931,695,57.26,1828,1323,58.01,1312,974,57.39,106.86,78.98,57.5,NSH,NSH,L,C,33,Sweden,179,71,True,Left,NSH,False,2023-07-01,33,None,2,UFA,unrestricted,2025,3185000
Brady Tkachuk,81,37,37,74,1,134,0.91,25,52,12,22,0,0,1,2,357,10.4,19.15,52.6,47.18,357,574,485,1.83,13.81,22.21,18.77,1113,662,62.7,2130,1286,62.35,1574,917,63.19,125.53,68.2,64.79,OTT,OTT,L,L,23,United States,212,76,False,Left,OTT,False,2021-10-14,21,None,7,RFA,unrestricted,2028,8205714
Jack Hughes,62,27,47,74,-12,12,1.19,18,43,9,31,0,0,2,4,274,9.9,20.97,37.2,28.87,274,523,363,1.33,12.64,24.13,16.75,888,557,61.45,1767,1013,63.56,1234,787,61.06,104.33,68.15,60.49,NJD,NJD,L,C,22,United States,170,71,False,Left,NJD,True,2021-11-30,21,None,8,RFA,unrestricted,2030,8000000
Brock Boeser,81,40,33,73,23,14,0.9,24,48,16,25,0,0,1,4,204,19.6,18.6,52.0,35.54,204,402,294,1.42,8.11,16.01,11.71,863,639,57.46,1828,1270,59.01,1305,949,57.9,118.67,69.65,63.02,VAN,VAN,R,R,26,United States,208,73,False,Right,VAN,True,2022-07-01,25,None,3,RFA,unrestricted,2025,6650000
Kevin Fiala,82,29,44,73,1,62,0.89,18,43,11,30,0,0,1,2,225,12.9,18.03,26.3,26.19,220,457,335,1.08,9.05,18.79,13.77,904,543,62.47,1773,1105,61.61,1314,778,62.81,103.42,53.22,66.02,LAK,LAK,L,L,26,Other,193,70,True,Left,LAK,True,2022-06-29,25,NMC,7,RFA,unrestricted,2029,7875000
Adam Fox,72,17,56,73,21,36,1.01,10,38,6,33,1,2,1,5,137,12.4,23.45,0.0,10.71,137,299,195,0.38,4.87,10.63,6.93,1032,695,59.76,2073,1413,59.47,1535,1016,60.17,124.68,78.42,61.39,NYR,NYR,R,D,25,United States,181,71,False,Right,NYR,True,2021-11-01,24,None,7,RFA,unrestricted,2029,9500000
Carter Verhaeghe,76,34,38,72,17,36,0.95,26,51,8,21,0,0,1,7,246,13.8,17.97,44.1,30.95,248,501,339,1.36,10.9,22.02,14.9,973,588,62.33,1960,1058,64.94,1383,833,62.41,115.78,59.21,66.16,FLA,FLA,L,C,27,Canada,177,73,False,Left,FLA,True,2021-07-28,26,None,3,RFA,unrestricted,2025,4166667
Lucas Raymond,82,31,41,72,-12,30,0.88,25,56,6,16,0,0,3,4,163,19.0,17.75,40.0,22.17,163,311,227,0.91,6.72,12.82,9.36,812,688,54.13,1625,1323,55.12,1168,975,54.5,89.33,72.56,55.18,DET,DET,R,L,21,Sweden,170,71,True,Right,DET,False,2021-04-16,19,None,3,ELC,restricted,2024,3425000
Mika Zibanejad,81,26,46,72,15,30,0.89,12,35,12,31,2,6,2,3,221,11.8,19.75,49.3,26.07,221,414,340,0.98,8.28,15.53,12.76,970,742,56.66,1923,1449,57.03,1427,1060,57.38,123.1,86.98,58.6,NYR,NYR,R,C,30,Sweden,208,74,False,Right,NYR,True,2021-10-10,29,NMC,8,UFA,unrestricted,2030,8500000
Mark Scheifele,74,25,47,72,19,57,0.97,19,54,6,18,0,0,1,4,154,16.2,20.18,48.1,24.84,154,270,219,1.0,6.19,10.85,8.8,854,731,53.88,1679,1399,54.55,1225,1057,53.68,105.6,79.34,57.1,WPG,WPG,R,C,30,Canada,207,75,False,Right,WPG,False,2016-07-08,23,NMC,8,RFA,unrestricted,2024,6125000
Anze Kopitar,81,26,44,70,11,22,0.86,16,44,9,23,1,3,0,6,133,19.6,19.65,55.1,17.84,131,228,179,0.68,5.0,8.69,6.83,833,707,54.09,1694,1432,54.19,1205,1031,53.89,97.4,82.28,54.21,LAK,LAK,L,C,35,Other,225,75,False,Left,LAK,True,2016-01-16,28,NMC,8,UFA,unrestricted,2024,10000000
Tim Stützle,75,18,52,70,-17,28,0.93,17,50,1,20,0,0,2,2,192,9.4,21.12,46.7,24.43,192,367,269,0.93,7.27,13.9,10.19,971,758,56.16,1932,1403,57.93,1388,1023,57.57,108.46,78.75,57.93,OTT,OTT,L,C,21,Other,190,72,False,Left,OTT,True,2022-09-07,21,None,8,RFA,unrestricted,2031,8350000
Noah Dobson,79,10,60,70,12,36,0.89,9,45,1,24,0,1,0,4,174,5.8,24.52,0.0,7.24,174,447,253,0.22,5.39,13.85,7.84,1114,996,52.8,2153,1997,51.88,1561,1419,52.38,119.8,109.56,52.23,NYI,NYI,R,D,23,Canada,184,76,False,Right,NYI,False,2022-08-22,22,None,3,RFA,restricted,2025,4000000
Jonathan Marchessault,82,42,27,69,-2,40,0.84,34,52,8,17,0,0,2,5,266,15.8,17.9,25.0,31.88,259,471,347,1.32,10.74,19.52,14.38,920,653,58.49,1729,1298,57.12,1259,897,58.4,99.96,65.94,60.25,VGK,VGK,R,R,32,Canada,180,69,True,Right,VGK,True,2018-01-03,27,M-NTC,6,UFA,unrestricted,2024,5000000
Brock Nelson,82,34,35,69,-5,28,0.84,24,48,9,19,1,2,1,2,250,13.6,18.08,45.2,29.55,250,419,332,1.2,10.11,16.95,13.43,899,753,54.42,1741,1469,54.24,1252,1055,54.27,102.3,82.78,55.27,NYI,NYI,L,C,31,United States,212,75,True,Left,NYI,True,2019-05-23,27,M-NTC,6,UFA,unrestricted,2025,6000000
Dylan Larkin,68,33,36,69,5,39,1.01,17,41,14,26,2,2,2,5,221,14.9,20.17,55.4,27.29,221,425,313,1.19,9.67,18.59,13.69,816,694,54.04,1587,1324,54.52,1162,992,53.95,92.95,82.05,53.11,DET,DET,L,C,26,United States,198,73,False,Left,DET,True,2023-03-01,26,NTC,8,UFA,unrestricted,2031,8700000
Matt Boldy,75,29,40,69,5,48,0.92,19,44,10,25,0,0,1,7,227,12.8,18.92,42.1,27.92,224,496,343,1.2,9.61,21.28,14.72,977,525,65.05,1916,1060,64.38,1406,768,64.67,121.75,48.02,71.7,MIN,MIN,L,L,22,United States,196,74,True,Left,MIN,True,2023-01-16,22,None,7,RFA,unrestricted,2030,7000000
Ryan O'Reilly,82,26,43,69,6,18,0.84,12,41,14,28,0,0,0,1,180,14.4,19.77,53.9,29.6,180,294,248,1.1,6.66,10.88,9.18,975,740,56.85,1963,1456,57.41,1394,1045,57.15,116.39,90.49,56.26,NSH,NSH,L,C,32,Canada,216,73,False,Left,NSH,False,2023-07-01,32,None,4,UFA,unrestricted,2027,4500000
Josh Morrissey,81,10,59,69,34,44,0.85,8,50,2,19,0,0,0,1,196,5.1,24.18,0.0,12.47,196,447,292,0.38,6.0,13.69,8.94,1174,876,57.27,2254,1670,57.44,1681,1240,57.55,132.91,87.77,60.23,WPG,WPG,L,D,28,Canada,195,72,False,Left,WPG,True,2019-09-12,25,NMC,8,RFA,unrestricted,2028,6250000
Bo Horvat,81,33,35,68,-1,39,0.84,22,48,10,18,1,2,3,6,248,13.3,19.7,53.9,27.32,248,430,339,1.03,9.33,16.17,12.75,1035,803,56.31,1949,1601,54.9,1454,1153,55.77,113.76,94.76,54.56,NYI,NYI,L,C,28,Canada,215,72,False,Left,NYI,True,2023-02-05,28,NTC,8,UFA,unrestricted,2031,8500000
Travis Konecny,76,33,35,68,4,67,0.89,23,52,4,9,6,7,0,5,244,13.5,19.83,40.2,28.08,244,491,367,1.12,9.71,19.54,14.6,969,694,58.27,1920,1403,57.78,1369,989,58.06,99.14,83.88,54.17,PHI,PHI,R,R,26,Canada,175,70,True,Right,PHI,False,2019-09-16,22,None,6,RFA,unrestricted,2025,5500000
Jack Eichel,63,31,37,68,4,27,1.08,20,44,11,22,0,2,2,7,278,11.2,20.52,45.5,24.7,272,425,342,1.15,12.81,20.02,16.11,787,627,55.66,1446,1230,54.04,1070,852,55.67,86.42,68.36,55.83,VGK,VGK,R,C,26,United States,203,74,False,Right,BUF,True,2017-10-03,21,NMC,8,RFA,unrestricted,2026,10000000
Seth Jarvis,81,33,34,67,23,14,0.83,18,44,13,20,2,3,1,9,176,18.8,18.75,44.6,32.03,178,318,261,1.27,7.03,12.56,10.31,884,619,58.82,1837,1227,59.95,1315,901,59.34,107.14,72.33,59.7,CAR,CAR,R,C,21,Canada,175,70,False,Right,CAR,False,2020-12-28,18,None,3,ELC,restricted,2024,1394167
Jordan Kyrou,82,31,36,67,-12,22,0.82,23,46,8,21,0,0,0,4,251,12.4,18.33,33.3,27.13,251,506,365,1.08,10.02,20.2,14.57,902,646,58.27,1762,1268,58.15,1300,947,57.85,105.11,75.94,58.06,STL,STL,R,C,25,Canada,175,72,False,Right,STL,True,2022-09-13,25,None,8,RFA,unrestricted,2031,8125000
Brad Marchand,82,29,38,67,2,78,0.82,19,37,7,26,3,4,2,6,207,14.0,19.1,43.6,27.76,208,390,295,1.06,7.97,14.94,11.3,861,762,53.05,1708,1457,53.97,1228,1084,53.11,105.9,84.77,55.54,BOS,BOS,L,L,35,Canada,181,69,False,Left,BOS,True,2016-09-26,29,M-NTC,8,UFA,unrestricted,2025,6125000
Joe Pavelski,82,27,40,67,12,20,0.82,16,46,11,21,0,0,1,4,194,13.9,16.82,51.1,29.52,194,329,261,1.28,8.44,14.32,11.36,831,573,59.19,1702,1179,59.08,1218,839,59.21,102.09,53.51,65.61,DAL,DAL,R,C,38,United States,195,71,False,Right,DAL,True,2023-01-01,38,NMC,1,UFA,unrestricted,2024,5500000
Evgeni Malkin,82,27,40,67,5,70,0.82,21,49,6,18,0,0,0,2,199,13.6,18.58,48.6,25.59,199,401,280,1.01,7.84,15.79,11.02,940,640,59.49,1938,1277,60.28,1352,967,58.3,118.62,76.17,60.9,PIT,PIT,L,C,36,Russia,195,75,False,Left,PIT,True,2022-07-12,35,NMC,4,UFA,unrestricted,2026,6100000
Dylan Strome,82,27,40,67,-13,22,0.82,21,45,6,22,0,0,3,5,169,16.0,17.95,52.8,27.39,169,309,241,1.12,6.89,12.6,9.82,841,645,56.59,1804,1338,57.42,1282,958,57.23,112.92,72.56,60.88,WSH,WSH,L,C,26,Canada,200,75,False,Left,WSH,True,2023-02-03,26,None,5,RFA,unrestricted,2028,5000000
Alex DeBrincat,82,27,40,67,1,34,0.82,16,48,11,19,0,0,0,1,237,11.4,17.9,42.1,27.79,237,482,350,1.13,9.69,19.71,14.31,873,675,56.4,1701,1362,55.53,1235,990,55.51,95.11,74.54,56.06,DET,DET,R,R,25,United States,165,67,True,Right,DET,False,2023-07-09,25,None,4,RFA,unrestricted,2027,7875000
Nico Hischier,71,27,40,67,-5,12,0.94,20,49,6,17,1,1,0,4,182,14.8,19.48,56.6,31.64,182,328,259,1.37,7.89,14.23,11.23,829,665,55.49,1708,1239,57.96,1190,938,55.92,109.66,88.29,55.4,NJD,NJD,L,C,24,Other,175,73,False,Left,NJD,True,2019-10-18,21,None,7,RFA,unrestricted,2027,7250000
Ryan Nugent-Hopkins,80,18,49,67,10,36,0.84,14,38,4,26,0,3,0,3,183,9.8,19.62,48.0,26.54,183,369,264,1.01,6.99,14.1,10.09,1052,689,60.43,1987,1349,59.56,1477,977,60.19,141.03,84.53,62.52,EDM,EDM,L,C,30,Canada,184,72,True,Left,EDM,True,2021-06-29,28,NMC,8,UFA,unrestricted,2029,5125000
